LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,CONFIDENCE,VERSION,BRIGHT_T31,FRP,NAMA_KAB,NAMA_PROP
-0.12,102.947,313.1,4.4,1.9,"PyQt4.QtCore.QDate(2014, 3, 24)",257,T,57,5.1,296.8,71.6,Indragiri Hilir,RIAU
-0.398,102.92,306.4,1.4,1.2,"PyQt4.QtCore.QDate(2014, 7, 28)",1828,A,44,5.1,291.7,15,Indragiri Hilir,RIAU
-0.326,103.152,320.1,1.3,1.1,"PyQt4.QtCore.QDate(2014, 4, 15)",656,A,57,5.1,300.7,17,Indragiri Hilir,RIAU
-0.002,103.129,306.1,1.6,1.2,"PyQt4.QtCore.QDate(2014, 3, 8)",1519,T,41,5.1,294.3,15.8,Indragiri Hilir,RIAU
-0.177,103.108,305.9,1.6,1.3,"PyQt4.QtCore.QDate(2014, 3, 8)",1519,T,38,5.1,292.9,15.3,Indragiri Hilir,RIAU
-0.545,102.695,310.9,1.8,1.3,"PyQt4.QtCore.QDate(2014, 3, 8)",1519,T,67,5.1,291.6,28,Indragiri Hilir,RIAU
-0.557,102.696,309.6,1.8,1.3,"PyQt4.QtCore.QDate(2014, 3, 8)",1519,T,67,5.1,291.4,27.1,Indragiri Hilir,RIAU
-0.382,102.934,331.6,1,1,"PyQt4.QtCore.QDate(2014, 2, 12)",643,A,37,5.1,301.9,24.4,Indragiri Hilir,RIAU
-0.392,102.926,337.9,1,1,"PyQt4.QtCore.QDate(2014, 2, 12)",643,A,89,5.1,306.1,37.7,Indragiri Hilir,RIAU
-0.391,102.935,334.2,1,1,"PyQt4.QtCore.QDate(2014, 2, 12)",643,A,52,5.1,305.6,29.6,Indragiri Hilir,RIAU
-0.405,102.908,413,1,1,"PyQt4.QtCore.QDate(2014, 2, 12)",643,A,100,5.1,307.4,328.6,Indragiri Hilir,RIAU
-0.404,102.917,386.9,1,1,"PyQt4.QtCore.QDate(2014, 2, 12)",643,A,100,5.1,306.6,179.5,Indragiri Hilir,RIAU
-0.002,102.744,313.6,4,1.9,"PyQt4.QtCore.QDate(2014, 7, 28)",606,A,31,5.1,291.7,77.8,Indragiri Hilir,RIAU
-0.007,102.749,313.4,4,1.9,"PyQt4.QtCore.QDate(2014, 7, 28)",606,A,31,5.1,291.9,74,Indragiri Hilir,RIAU
-0.14,102.876,310,3.9,1.8,"PyQt4.QtCore.QDate(2014, 7, 28)",606,A,8,5.1,290.5,49.5,Indragiri Hilir,RIAU
-0.191,103.103,308.3,1.1,1,"PyQt4.QtCore.QDate(2014, 7, 28)",1531,T,60,5.1,293.6,10.5,Indragiri Hilir,RIAU
-0.187,103.199,312.2,1.1,1,"PyQt4.QtCore.QDate(2014, 7, 28)",1531,T,78,5.1,294.1,14.5,Indragiri Hilir,RIAU
-0.196,103.022,316.6,1.3,1.1,"PyQt4.QtCore.QDate(2014, 4, 19)",631,A,66,5.1,294.8,18.3,Indragiri Hilir,RIAU
-0.548,102.694,316.9,1,1,"PyQt4.QtCore.QDate(2014, 3, 11)",1846,A,60,5.1,294.2,17.8,Indragiri Hilir,RIAU
-0.34,102.972,323.8,1,1,"PyQt4.QtCore.QDate(2014, 3, 11)",1846,A,100,5.1,293.6,28.7,Indragiri Hilir,RIAU
-0.339,102.963,315.3,1,1,"PyQt4.QtCore.QDate(2014, 3, 11)",1846,A,88,5.1,292.6,18.2,Indragiri Hilir,RIAU
-0.303,102.968,308.1,1,1,"PyQt4.QtCore.QDate(2014, 3, 11)",1846,A,59,5.1,293.1,11.2,Indragiri Hilir,RIAU
-0.302,102.959,339.3,1,1,"PyQt4.QtCore.QDate(2014, 3, 11)",1846,A,100,5.1,294.6,52.9,Indragiri Hilir,RIAU
